searched_term,matched_term,definition,synonyms,ontology_acronym,ontology_name,last_updated,has_child,URL
depth,Depth,NA,NA,PROCCHEMICAL,Chemical Process,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth
depth,Depth,NA,NA,MATR,Material,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth
depth,Depth,NA,NA,MNR,Material Natural Resource ,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth
depth,depth,NA,NA,BIOMO,Biological Observation Matrix Ontology,2014-07-29,True,http://semanticscience.org/resource/SIO_000039
depth,Depth,NA,NA,MINERAL,Material Mineral,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth
depth,Depth,NA,NA,MATRCOMPOUND,Material Compound,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth
depth,depth,"[""A 1-D extent quality inhering in a bearer by virtue of the bearer's downward or backward or inward dimenision."", 'This term is for curator easiness - denote downward/inward length - we might consider obsoleting this but we have to consider how curators are going to represent them if we do.']",NA,NIFCELL,Neuroscience Information Framework (NIF) Cell Ontology,2013-08-05,True,http://purl.obolibrary.org/obo/PATO_0001595
depth,Depth,NA,NA,MATRELEMENT,Material Element,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth
depth,depth,"[""A 1-D extent quality inhering in a bearer by virtue of the bearer's downward or backward or inward dimenision."", 'This term is for curator easiness - denote downward/inward length - we might consider obsoleting this but we have to consider how curators are going to represent them if we do.']",NA,NIFSUBCELL,Neuroscience Information Framework (NIF) Subcellular Ontology,2012-07-27,True,http://purl.obolibrary.org/obo/PATO_0001595
depth,depth,"[""A 1-D extent quality inhering in a bearer by virtue of the bearer's downward or backward or inward dimenision."", 'This term is for curator easiness - denote downward/inward length - we might consider obsoleting this but we have to consider how curators are going to represent them if we do.']",NA,NIFDYS,Neuroscience Information Framework (NIF) Dysfunction Ontlogy,2015-06-24,True,http://purl.obolibrary.org/obo/PATO_0001595
depth,Depth,NA,NA,MATRROCK,Material Rock,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth
depth,Depth,NA,NA,MATRROCKIGNEOUS,Material Rock Igneouus,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth
depth,Depth,NA,NA,MOC,Material Organic Compound,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth
depth,depth,NA,NA,OCDM,Ontology of Craniofacial Development and Malformation,2017-03-23,True,http://purl.org/sig/ont/aeo/aeo0000607
depth,depth,"[""A 1-D extent quality inhering in a bearer by virtue of the bearer's downward or backward or inward dimenision.""]",NA,GENEPIO,GenEpiO,2017-04-09,False,http://purl.obolibrary.org/obo/PATO_0001595
depth,depth,NA,NA,CHEAR,Children's Health Exposure Analysis Resource,2017-05-24,True,http://purl.obolibrary.org/obo/PATO_0001595
depth,depth,NA,NA,CHEAR,Children's Health Exposure Analysis Resource,2017-05-24,True,http://semanticscience.org/resource/Depth
depth,Depth Perception,['Perception of three-dimensionality.'],"['Stereoscopic Vision', 'Perception, Depth', 'Stereoscopic Visions', 'Stereopsis', 'Vision, Stereoscopic', 'Stereopses', 'Visions, Stereoscopic', 'Perceptions, Depth', 'Depth Perceptions']",MESH,Medical Subject Headings,2017-02-06,True,http://purl.bioontology.org/ontology/MESH/D003867
depth,decreased depth,['A depth which is relatively low.'],"['low depth', 'shallow']",NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,False,http://purl.obolibrary.org/obo/PATO_0001472
depth,decreased depth,NA,"['shallow', 'low depth']",HUPSON,Human Physiology Simulation Ontology,2014-04-07,False,http://purl.org/obo/owl/PATO#PATO_0001472
depth,increased depth,NA,['deep'],HUPSON,Human Physiology Simulation Ontology,2014-04-07,False,http://purl.org/obo/owl/PATO#PATO_0001596
depth,insertion depth,NA,NA,HUPSON,Human Physiology Simulation Ontology,2014-04-07,False,http://purl.org/obo/owl/PATO#PATO_0002207
depth,decreased depth,['A depth which is relatively low.'],"['low depth', 'shallow']",NIFSUBCELL,Neuroscience Information Framework (NIF) Subcellular Ontology,2012-07-27,False,http://purl.obolibrary.org/obo/PATO_0001472
depth,increased depth,['A depth quality which is relatively high.'],['deep'],NIFSUBCELL,Neuroscience Information Framework (NIF) Subcellular Ontology,2012-07-27,False,http://purl.obolibrary.org/obo/PATO_0001596
depth,insertion depth,['A quality that is the distance between the end of the inserted object and the surface of the object into which it penetrates.'],NA,NIFSUBCELL,Neuroscience Information Framework (NIF) Subcellular Ontology,2012-07-27,False,http://purl.obolibrary.org/obo/PATO_0002207
density,Density,NA,"['Density (qualifier value)', 'Mass to volume ratio', 'DEN']",SNOMEDCT,SNOMED CT,2017-02-06,False,http://purl.bioontology.org/ontology/SNOMEDCT/125146005
density,Density,NA,NA,LOINC,Logical Observation Identifier Names and Codes,2017-02-06,False,http://purl.bioontology.org/ontology/LNC/LP21002-8
density,Density,['The amount of something per unit size.'],NA,NCIT,National Cancer Institute Thesaurus,2017-04-10,True,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45781
density,density,"['quantity per unit volume, unit area, or unit length.']",['specific gravity'],CRISP,Computer Retrieval of Information on Scientific Projects Thesaurus,2017-02-06,False,http://purl.bioontology.org/ontology/CSP/2322-8052
density,Density,NA,NA,NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,False,http://ontology.neuinfo.org/NIF/Backend/NIF-Quality.owl#sao1510923311
density,density,NA,NA,ENM,eNanoMapper,2017-01-26,False,http://purl.enanomapper.org/onto/ENM_0000084
density,Density,"['1. The ratio of the mass of any substance to the volume occupied by it (usually expressed in kilograms per cubic meter, but any other unit system may be used); the reciprocal of specific volume.']",NA,SWEET,Semantic Web for Earth and Environment Technology Ontology,2012-09-24,True,http://sweet.jpl.nasa.gov/2.3/propMass.owl#Density
density,density,['&lt;ncicp:ComplexDefinition&gt;&lt;ncicp:def-definition&gt;A physical quality which inhers to the bearer by virtue of some influence exerted by its mass.&lt;/ncicp:def-definition&gt;&lt;/ncicp:ComplexDefinition&gt;'],NA,NPO,NanoParticle Ontology,2012-08-17,True,http://purl.org/obo/owl/PATO#PATO_0001019
density,Density,NA,NA,GALEN,Galen Ontology,2007-01-16,True,http://www.co-ode.org/ontologies/galen#Density
density,Density,NA,NA,CSEO,Cigarette Smoke Exposure Ontology,2014-07-10,True,http://scai.fraunhofer.de/CSEO#CSEO_00001370
density,Density,['...that is the ratio of an extensive property of an entity to the volume of the spatial region occupied by the region.'],NA,OPB,Ontology of Physics for Biology,2017-06-11,True,http://bhi.washington.edu/OPB#OPB_01190
density,density,['The amount of something per unit size.'],NA,IDODEN,Dengue Fever Ontology,2014-02-17,True,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45781
density,Density,NA,NA,HIVO004,HIVOntologymain.owl,2016-08-31,True,http://bioportal/bioontology.org/ontologies/HIVO0004#OWLClass_3c5120c9_7b24_4c5f_ad97_1e3680e172d6
density,Density,"['The opacity of a radiographic shadow to visible light; film blackening; the term should never be used to mean an ""opacity"" or ""radiopacity"" [Fraser and Pare].']",NA,DCM,DICOM Controlled Terminology,2017-05-12,False,http://dicom.nema.org/resources/ontology/DCM/112118
density,Density,NA,NA,ACGT-MO,Cancer Research and Management ACGT Master Ontology,2010-03-17,True,http://www.ifomis.org/acgt/1.0#Density
density,Density,['SKELETAL: General > Density'],NA,IFAR,Fanconi Anemia Ontology,2014-02-18,True,http://www.semanticweb.org/ontologies/2012/11/abnormalities.owl#phenodb:1361
density,Density,"['1. The ratio of the mass of any substance to the volume occupied by it (usually expressed in kilograms per cubic meter, but any other unit system may be used); the reciprocal of specific volume.']",NA,PROCCHEMICAL,Chemical Process,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propMass.owl#Density
density,Density,"['1. The ratio of the mass of any substance to the volume occupied by it (usually expressed in kilograms per cubic meter, but any other unit system may be used); the reciprocal of specific volume.']",NA,MATR,Material,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propMass.owl#Density
density,Density,"['1. The ratio of the mass of any substance to the volume occupied by it (usually expressed in kilograms per cubic meter, but any other unit system may be used); the reciprocal of specific volume.']",NA,MNR,Material Natural Resource ,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propMass.owl#Density
density,Density,NA,NA,SAO,Subcellular Anatomy Ontology,2015-08-21,False,http://ccdb.ucsd.edu/SAO/1.2#sao1510923311
density,Density,"['1. The ratio of the mass of any substance to the volume occupied by it (usually expressed in kilograms per cubic meter, but any other unit system may be used); the reciprocal of specific volume.']",NA,MINERAL,Material Mineral,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propMass.owl#Density
density,Density,['Mass per unit volume.'],NA,BCTEO,Bone and Cartilage Tissue Engineering Ontology,2014-06-18,False,http://purl.obolibrary.org/obo/ID_0000009
density,Density,"['1. The ratio of the mass of any substance to the volume occupied by it (usually expressed in kilograms per cubic meter, but any other unit system may be used); the reciprocal of specific volume.']",NA,MATRCOMPOUND,Material Compound,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propMass.owl#Density
density,Density,"['1. The ratio of the mass of any substance to the volume occupied by it (usually expressed in kilograms per cubic meter, but any other unit system may be used); the reciprocal of specific volume.']",NA,MATRELEMENT,Material Element,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propMass.owl#Density
density,Density,"['1. The ratio of the mass of any substance to the volume occupied by it (usually expressed in kilograms per cubic meter, but any other unit system may be used); the reciprocal of specific volume.']",NA,MATRROCK,Material Rock,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propMass.owl#Density
density,Density,"['1. The ratio of the mass of any substance to the volume occupied by it (usually expressed in kilograms per cubic meter, but any other unit system may be used); the reciprocal of specific volume.']",NA,MATRROCKIGNEOUS,Material Rock Igneouus,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propMass.owl#Density
density,density,['The number of individuals of a population or cummunity occupying an area.'],NA,CCON,Cerrado concepts and plant community dynamics,2014-01-29,False,http://cerrado.linkeddata.es/ecology/ccon#Density
density,density,['Density is the concentration of matter. It is a derived quantity in the International System of Units. Density is mass divided by volume.'],NA,STUFF,Stuff Ontology,2016-07-15,True,http://www.wurvoc.org/vocabularies/om-1.8/Density
density,Density,"['1. The ratio of the mass of any substance to the volume occupied by it (usually expressed in kilograms per cubic meter, but any other unit system may be used); the reciprocal of specific volume.']",NA,MOC,Material Organic Compound,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propMass.owl#Density
density,mass,"['[PIRADS] A three-dimensional space occupying structure resulting from an accumulation of neoplastic cells, inflammatory cells, or cystic changes.']","['focus', 'density', 'lesion', 'nodule', 'vague density', 'Raumforderung']",RADLEX,Radiology Lexicon,2016-11-16,True,http://www.radlex.org/RID/#RID3874
density,mass density,"[""A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.""]",['density'],PATO,Phenotypic Quality Ontology,2014-08-15,True,http://purl.obolibrary.org/obo/PATO_0001019
density,mass density,"[""A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.""]",['density'],NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,True,http://purl.obolibrary.org/obo/PATO_0001019
density,mass density,"[""A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.""]",['density'],ENM,eNanoMapper,2017-01-26,True,http://purl.obolibrary.org/obo/PATO_0001019
density,mass density,"[""A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.""]",['density'],NBO,Neuro Behavior Ontology,2014-12-05,True,http://purl.obolibrary.org/obo/PATO_0001019
density,mass density,"[""A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.""]",['density'],FLOPO,Flora Phenotype Ontology,2016-03-06,True,http://purl.obolibrary.org/obo/PATO_0001019
density,mass density,NA,"['density', 'mass densities']",HUPSON,Human Physiology Simulation Ontology,2014-04-07,True,http://purl.org/obo/owl/PATO#PATO_0001019
density,mass density,"[""A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.""]",['density'],ECSO,The Ecosystem Ontology,2016-09-12,True,http://purl.obolibrary.org/obo/PATO_0001019
density,mass density,"[""A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.""]",['density'],NIFCELL,Neuroscience Information Framework (NIF) Cell Ontology,2013-08-05,True,http://purl.obolibrary.org/obo/PATO_0001019
density,mass density,"[""A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.""]",['density'],NIFSUBCELL,Neuroscience Information Framework (NIF) Subcellular Ontology,2012-07-27,True,http://purl.obolibrary.org/obo/PATO_0001019
density,mass density,"[""A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.""]",['density'],NIFDYS,Neuroscience Information Framework (NIF) Dysfunction Ontlogy,2015-06-24,True,http://purl.obolibrary.org/obo/PATO_0001019
density,Breast Density,['Measurement of relative composition of different BREAST tissue types often determined from MAMMOGRAPHY; ULTRASONOGRAPHY; or MRI.'],"['Mammographic Breast Densities', 'Breast Densities, Mammographic', 'Mammographic Density', 'Mammographic Breast Density', 'Density, Mammographic', 'Mammographic Densities', 'Breast Densities', 'Breast Density, Mammographic']",MESH,Medical Subject Headings,2017-02-06,False,http://purl.bioontology.org/ontology/MESH/D000071060
density,Population Density,['Number of individuals in a population relative to space.'],"['Overpopulation', 'Population Size', 'Density, Population', 'Population Densities', 'Densities, Population', 'Underpopulation', 'Population Sizes']",MESH,Medical Subject Headings,2017-02-06,False,http://purl.bioontology.org/ontology/MESH/D011156
density,Bone Density,"['The amount of mineral per square centimeter of BONE. This is the definition used in clinical practice. Actual bone density would be expressed in grams per milliliter. It is most frequently measured by X-RAY ABSORPTIOMETRY or TOMOGRAPHY, X RAY COMPUTED. Bone density is an important predictor for OSTEOPOROSIS.']","['Bone Mineral Densities', 'Bone Mineral Density', 'Density, Bone Mineral', 'Bone Densities', 'Density, Bone', 'Bone Mineral Content', 'Bone Mineral Contents']",MESH,Medical Subject Headings,2017-02-06,False,http://purl.bioontology.org/ontology/MESH/D015519
density,Post-Synaptic Density,"['Cytoskeleton specialization at the cytoplasmic side of postsynaptic membrane in SYNAPSES. It is involved in neuronal signaling and NEURONAL PLASTICITY and comprised of GLUTAMATE RECEPTORS; scaffolding molecules (e.g., PSD95, PSD93), and other proteins (e.g., CaCMKII).']","['Post Synaptic Density Region', 'Postsynaptic Density Regions', 'Postsynaptic Density', 'Regions, Post-Synaptic Density', 'Regions, Postsynaptic Density', 'Post-Synaptic Density Region', 'Post-Synaptic Density Regions', 'Postsynaptic Density Region', 'Region, Postsynaptic Density', 'Region, Post-Synaptic Density', 'Postsynaptic Densities', 'Post-Synaptic Densities', 'Post Synaptic Density']",MESH,Medical Subject Headings,2017-02-06,False,http://purl.bioontology.org/ontology/MESH/D057907
density,linear density,['A density quality which is equal to the mass exerting an influence on a one-dimensional object.'],NA,NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,False,http://purl.obolibrary.org/obo/PATO_0001352
density,population density,['Number of individuals in a population relative to space.'],"['population densities', 'overpopulation', 'population sizes', 'underpopulation', 'density population', 'densities population', 'population size']",IDODEN,Dengue Fever Ontology,2014-02-17,True,http://purl.bioontology.org/ontology/MSH/D011156
density,volumetric density,NA,NA,HUPSON,Human Physiology Simulation Ontology,2014-04-07,False,http://purl.org/obo/owl/PATO#PATO_0001353
density,irregular density,NA,NA,HUPSON,Human Physiology Simulation Ontology,2014-04-07,False,http://purl.org/obo/owl/PATO#PATO_0002141
density,area density,NA,NA,HUPSON,Human Physiology Simulation Ontology,2014-04-07,False,http://purl.org/obo/owl/PATO#PATO_0001351
density,linear density,NA,NA,HUPSON,Human Physiology Simulation Ontology,2014-04-07,False,http://purl.org/obo/owl/PATO#PATO_0001352
temperature,Temperature,NA,['Temperature (attribute)'],SNOMEDCT,SNOMED CT,2017-02-06,True,http://purl.bioontology.org/ontology/SNOMEDCT/246508008
temperature,Temperature,NA,['Temperature (observable entity)'],SNOMEDCT,SNOMED CT,2017-02-06,False,http://purl.bioontology.org/ontology/SNOMEDCT/703421000
temperature,Temperature,['The property of objects that determines the direction of heat flow when they are placed in direct thermal contact. The temperature is the energy of microscopic motions (vibrational and translational) of the particles of atoms.'],['Temperatures'],MESH,Medical Subject Headings,2017-02-06,True,http://purl.bioontology.org/ontology/MESH/D013696
temperature,Temperature,NA,NA,RCD,"Read Codes, Clinical Terms Version 3 (CTV3) ",2017-02-06,True,http://purl.bioontology.org/ontology/RCD/X75Xk
temperature,temperature,['a specific degree of hot or cold as indicated on or referred to a standard scale.'],NA,CRISP,Computer Retrieval of Information on Scientific Projects Thesaurus,2017-02-06,True,http://purl.bioontology.org/ontology/CSP/2871-3090
temperature,temperature,NA,['temp'],RADLEX,Radiology Lexicon,2016-11-16,False,http://www.radlex.org/RID/#RID28702
temperature,temperature,['A physical quality of the thermal energy of a system.'],NA,PATO,Phenotypic Quality Ontology,2014-08-15,True,http://purl.obolibrary.org/obo/PATO_0000146
temperature,temperature,['A physical quality of the thermal energy of a system.'],NA,NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,True,http://purl.obolibrary.org/obo/PATO_0000146
temperature,Temperature,NA,NA,RH-MESH,Robert Hoehndorf Version of MeSH,2014-04-21,True,http://phenomebrowser.net/ontologies/mesh/mesh.owl#G16.500.275.063.725.710
temperature,Temperature,NA,NA,RH-MESH,Robert Hoehndorf Version of MeSH,2014-04-21,True,http://phenomebrowser.net/ontologies/mesh/mesh.owl#N06.230.150.450
temperature,Temperature,NA,NA,RH-MESH,Robert Hoehndorf Version of MeSH,2014-04-21,True,http://phenomebrowser.net/ontologies/mesh/mesh.owl#G16.500.750.775.710
temperature,Temperature,NA,NA,RH-MESH,Robert Hoehndorf Version of MeSH,2014-04-21,False,http://phenomebrowser.net/ontologies/mesh/mesh.owl#D013696
temperature,Temperature,NA,NA,RH-MESH,Robert Hoehndorf Version of MeSH,2014-04-21,True,http://phenomebrowser.net/ontologies/mesh/mesh.owl#G01.906.595
temperature,Temperature,NA,NA,RH-MESH,Robert Hoehndorf Version of MeSH,2014-04-21,True,http://phenomebrowser.net/ontologies/mesh/mesh.owl#N06.230.300.100.725.710
temperature,Temperature,NA,NA,SWEET,Semantic Web for Earth and Environment Technology Ontology,2012-09-24,True,http://sweet.jpl.nasa.gov/2.3/propTemperature.owl#Temperature
temperature,temperature,"['<ncicp:ComplexDefinition xmlns:ncicp=""http://ncicb.nci.nih.gov/xml/owl/EVS/ComplexProperties.xsd#""><ncicp:def-definition>A quality of the thermal energy of a system.</ncicp:def-definition><ncicp:Definition_Review_Date>100427</ncicp:Definition_Review_Date><ncicp:def-source>NPO</ncicp:def-source><ncicp:attr>PATO</ncicp:attr><ncicp:Definition_Reviewer_Name>Dennis Thomas</ncicp:Definition_Reviewer_Name></ncicp:ComplexDefinition>']",NA,NPO,NanoParticle Ontology,2012-08-17,False,http://purl.org/obo/owl/PATO#PATO_0000146
temperature,temperature,['A physical quality of the thermal energy of a system.'],NA,FYPO,Fission Yeast Phenotype Ontology,2016-07-13,True,http://purl.obolibrary.org/obo/PATO_0000146
temperature,Temperature,NA,NA,GALEN,Galen Ontology,2007-01-16,True,http://www.co-ode.org/ontologies/galen#Temperature
temperature,temperature,NA,NA,CCONT,Cell Culture Ontology,2014-07-23,False,http://www.ebi.ac.uk/efo/EFO_0001702
temperature,Temperature,NA,NA,CSEO,Cigarette Smoke Exposure Ontology,2014-07-10,True,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Temperature
temperature,Temperature,NA,NA,CSEO,Cigarette Smoke Exposure Ontology,2014-07-10,False,http://mged.sourceforge.net/ontologies/MGEDOntology.owl#Temperature
temperature,temperature,NA,NA,BIOMODELS,BioModels Ontology,2012-04-03,True,http://purl.org/obo/owl/PATO#PATO_0000146
temperature,Temperature,['The temperature that a biosource is exposed to.'],NA,MO,Microarray and Gene Expression Data Ontology,2009-05-21,False,http://mged.sourceforge.net/ontologies/MGEDOntology.owl#Temperature
temperature,temperature,['A physical quality of the thermal energy of a system.'],NA,OBIB,Ontology for Biobanking,2016-11-13,False,http://purl.obolibrary.org/obo/PATO_0000146
temperature,temperature,NA,NA,GRO,Gene Regulation Ontology,2016-01-06,False,http://www.bootstrep.eu/ontology/GRO#Temperature
temperature,temperature,['A physical quality of the thermal energy of a system.'],NA,FLOPO,Flora Phenotype Ontology,2016-03-06,True,http://purl.obolibrary.org/obo/PATO_0000146
temperature,temperature,NA,['temperatures'],HUPSON,Human Physiology Simulation Ontology,2014-04-07,True,http://purl.org/obo/owl/PATO#PATO_0000146
temperature,Temperature,NA,NA,OMIT,Ontology for MicroRNA Target,2015-08-20,True,http://purl.obolibrary.org/obo/OMIT_0000029
temperature,Temperature,NA,NA,ICNP,International Classification for Nursing Practice,2015-09-16,True,http://www.icn.ch/icnp#Temperature
temperature,temperature,NA,NA,SYN,Sage Bionetworks Synapse Ontology,2013-01-07,False,http://www.bootstrep.eu/ontology/GRO#Temperature
temperature,Temperature,"['A temperature is an objective comparative measure of hot or cold. It is measured by a thermometer, which may work through the bulk behavior of a thermometric material, detection of thermal radiation, or particle kinetic energy.']",NA,ECSO,The Ecosystem Ontology,2016-09-12,False,http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Temperature
temperature,temperature,['A physical quality of the thermal energy of a system.'],NA,ECSO,The Ecosystem Ontology,2016-09-12,True,http://purl.obolibrary.org/obo/PATO_0000146
temperature,Temperature,NA,NA,EP,Cardiac Electrophysiology Ontology,2009-04-27,False,http://www.cvrgrid.org/ontologies/Electrophysiology#Temperature
temperature,Temperature,NA,NA,XEO,XEML Environment Ontology,2014-06-25,False,http://purl.obolibrary.org/obo/XEO_00006
temperature,Temperature,['Defines the air temperature'],NA,XEO,XEML Environment Ontology,2014-06-25,False,http://purl.obolibrary.org/obo/XEO_00007
temperature,Temperature,NA,NA,PROCCHEMICAL,Chemical Process,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propTemperature.owl#Temperature
temperature,Temperature,NA,NA,MATR,Material,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propTemperature.owl#Temperature
temperature,Temperature,NA,NA,OBOE-SBC,Santa Barbara Coastal Observation Ontology,2010-08-12,False,http://ecoinformatics.org/oboe/oboe.1.0/oboe-characteristics.owl#Temperature
temperature,Temperature,NA,NA,OBOE-SBC,Santa Barbara Coastal Observation Ontology,2010-08-12,False,http://ecoinformatics.org/oboe/oboe.1.0/oboe-units.owl#Temperature
